x	y	temp
0.0	0.0	1373
0.05	1.3930221603808093	1373
0.1	2.0823610037425624	1373
0.15	2.581074624023131	1373
0.2	2.958125090865508	1373
0.25	3.2462883693509355	1373
0.3	3.4642887570892924	1373
0.35	3.6237548156997264	1373
0.4	3.7321075760379756	1373
0.45	3.7939445203969058	1373
0.5	3.8117415620641992	1373
0.55	3.7861861320387646	1373
0.6	3.7162643520013603	1373
0.65	3.5991316683227126	1373
0.7	3.4297229307449726	1373
0.75	3.199953790518947	1373
0.8	2.8971401506868233	1373
0.85	2.5006322099306573	1373
0.9	1.97338329793034	1373
0.95	1.232812669235642	1373
1.0	0.0	1373
