x	y	temp
0.0	0.0	950
0.05	1.400120512869833	950
0.1	2.327950943760598	950
0.15	2.993286105923417	950
0.2	3.4935265372188837	950
0.25	3.8780415499726075	950
0.3	4.177306436781151	950
0.35	4.411333635525239	950
0.4	4.593038685156287	950
0.45	4.729820775638629	950
0.5	4.824361349747676	950
0.55	4.875014024378373	950
0.6	4.875933956606403	950
0.65	4.816990670612938	950
0.7	4.683434971008296	950
0.75	4.455196963328632	950
0.8	4.105502071767418	950
0.85	3.5979828339400513	950
0.9	2.879722969486494	950
0.95	1.8591229429413119	950
1.0	0.0	950
