x	y	temp
0.0	0.0	1923
0.05	1.3966459595850296	1923
0.1	2.324493850604398	1923
0.15	2.98984647286386	1923
0.2	3.490104364308607	1923
0.25	3.8746368371216846	1923
0.3	4.173919184081484	1923
0.35	4.407963842881401	1923
0.4	4.589686352605639	1923
0.45	4.726485903164388	1923
0.5	4.821043937388609	1923
0.55	4.871714072109199	1923
0.6	4.872651464406175	1923
0.65	4.813725638512437	1923
0.7	4.680187398946998	1923
0.75	4.451966851340401	1923
0.8	4.102289419843402	1923
0.85	3.594787642057412	1923
0.9	2.876545237619979	1923
0.95	1.8559626710098343	1923
1.0	0.0	1923
