x	y	temp
0.0	0.0	473
0.05	0.29987890031605247	473
0.1	0.2623498220591145	473
0.15	0.1525797468325436	473
0.2	0.014970005725537305	473
0.25	-0.1402732041911392	473
0.3	-0.3062581202145722	473
0.35	-0.4711568133839421	473
0.4	-0.614526268033714	473
0.45	-0.703074286155946	473
0.5	-0.6818196247245609	473
0.55	-0.4525975569313374	473
0.6	0.18561942143591637	473
0.65	1.7583315472179635	473
0.7	4.608855712461242	473
0.75	4.9493558105624516	473
0.8	4.588717402793428	473
0.85	3.920788069133067	473
0.9	3.044690593548836	473
0.95	1.904398028985014	473
1.0	0.0	473
x	y	temp
0.0	0.0	473
0.05	0.29987890031605247	473
0.1	0.2623498220591145	473
0.15	0.1525797468325436	473
0.2	0.014970005725537305	473
0.25	-0.1402732041911392	473
0.3	-0.3062581202145722	473
0.35	-0.4711568133839421	473
0.4	-0.614526268033714	473
0.45	-0.703074286155946	473
0.5	-0.6818196247245609	473
0.55	-0.4525975569313374	473
0.6	0.18561942143591637	473
0.65	1.7583315472179635	473
0.7	4.608855712461242	473
0.75	4.9493558105624516	473
0.8	4.588717402793428	473
0.85	3.920788069133067	473
0.9	3.044690593548836	473
0.95	1.904398028985014	473
1.0	0.0	473
x	y	temp
0.0	0.0	573
0.05	0.24404204357661996	573
0.1	0.1572599088589186	573
0.15	0.025378181022226443	573
0.2	-0.1071345149215901	573
0.25	-0.2314187167762185	573
0.3	-0.34041613047350694	573
0.35	-0.4190570999176657	573
0.4	-0.43867460558293203	573
0.45	-0.34892746599032165	573
0.5	-0.05962605204786797	573
0.55	0.6081505656720978	573
0.6	2.0929284813138906	573
0.65	4.453523909493839	573
0.7	4.940165665105901	573
0.75	4.8449834184610125	573
0.8	4.420165369298061	573
0.85	3.7851587738089023	573
0.9	2.9538585387228196	573
0.95	1.8585544968065193	573
1.0	0.0	573
x	y	temp
0.0	0.0	673
0.05	0.5488262416925664	673
0.1	0.2824340892561068	673
0.15	0.06864671957903568	673
0.2	-0.08442744353303056	673
0.25	-0.18251001051363147	673
0.3	-0.22280342428894784	673
0.35	-0.18666886655936565	673
0.4	-0.032157437042563686	673
0.45	0.32174888360498244	673
0.5	1.0372646386879083	673
0.55	2.499201137517062	673
0.6	4.193987779937416	673
0.65	4.705090517710758	673
0.7	4.808701279589997	673
0.75	4.616333488637281	673
0.8	4.208072276561005	673
0.85	3.622822359851284	673
0.9	2.8453568821158512	673
0.95	1.8039532934950202	673
1.0	0.0	673
x	y	temp
0.0	0.0	773
0.05	1.0193007129352551	773
0.1	1.4995091037389798	773
0.15	1.3554013754444867	773
0.2	1.0418905151309303	773
0.25	0.8885063959044075	773
0.3	0.871810172040469	773
0.35	1.010492703680363	773
0.4	1.3705756765723933	773
0.45	2.1011010584968517	773
0.5	3.5299477688446785	773
0.55	4.229390148706756	773
0.6	4.662894075760043	773
0.65	4.851742348054813	773
0.7	4.811320648539166	773
0.75	4.570882853631751	773
0.8	4.1598596674333805	773
0.85	3.5852722944110127	773
0.9	2.820119430817037	773
0.95	1.791055038384009	773
1.0	0.0	773
x	y	temp
0.0	0.0	873
0.05	1.1194916618962765	873
0.1	1.7855612062238393	873
0.15	2.202269979065065	873
0.2	2.4580659052979072	873
0.25	2.6241446799794304	873
0.3	2.744554576175446	873
0.35	3.032988227389069	873
0.4	3.4245654882514316	873
0.45	3.866228036100381	873
0.5	4.294372131044156	873
0.55	4.641652399518804	873
0.6	4.859903225600888	873
0.65	4.920275147413335	873
0.7	4.815220792642435	873
0.75	4.552427726066995	873
0.8	4.139653237429798	873
0.85	3.5694373713520378	873
0.9	2.809408695850621	873
0.95	1.7854806169616069	873
1.0	0.0	873
x	y	temp
0.0	0.0	973
0.05	1.1655934997224904	973
0.1	1.9073748039544682	973
0.15	2.4298549204960693	973
0.2	2.82074809547683	973
0.25	3.1337588223576773	973
0.3	3.4151228162228477	973
0.35	3.7013718252225516	973
0.4	4.007486961391436	973
0.45	4.321109484467968	973
0.5	4.6097056683467486	973
0.55	4.833463416942038	973
0.6	4.956503813390029	973
0.65	4.9545777806147555	973
0.7	4.817347835306606	973
0.75	4.543336534711614	973
0.8	4.1296360637308	973
0.85	3.5615549395820665	973
0.9	2.804037275025493	973
0.95	1.782626268673397	973
1.0	0.0	973
x	y	temp
0.0	0.0	1073
0.05	1.1897548902192483	1073
0.1	1.970111666821424	1073
0.15	2.543223873203118	1073
0.2	2.993030459693472	1073
0.25	3.3641835778628746	1073
0.3	3.6888479830166006	1073
0.35	3.9896594066156155	1073
0.4	4.276316081902394	1073
0.45	4.543110269104787	1073
0.5	4.77113000245339	1073
0.55	4.934533455606086	1073
0.6	5.008077652247749	1073
0.65	4.972960161660467	1073
0.7	4.8184604968362805	1073
0.75	4.538414534527121	1073
0.8	4.124209232273941	1073
0.85	3.557268090727746	1073
0.9	2.801092615220753	1073
0.95	1.7810270554024328	1073
1.0	0.0	1073
x	y	temp
0.0	0.0	1173
0.05	1.2033816899038214	1173
0.1	2.0053539872302224	1173
0.15	2.6063146307633644	1173
0.2	3.087653905418307	1173
0.25	3.4890535960989695	1173
0.3	3.8360073914368655	1173
0.35	4.144965633414245	1173
0.4	4.4228225263770895	1173
0.45	4.666001125461989	1173
0.5	4.861710789591257	1173
0.55	4.991734923058829	1173
0.6	5.037374802894831	1173
0.65	4.983397560264123	1173
0.7	4.819061414481482	1173
0.75	4.535575809907229	1173
0.8	4.121081654343385	1173
0.85	3.55478890708342	1173
0.9	2.799377047473129	1173
0.95	1.7800769597399295	1173
1.0	0.0	1173
