x	y	temp
0.0	0.0	1738
0.05	1.2242732482373242	1738
0.1	2.0590972463349573	1738
0.15	2.702020843594454	1738
0.2	3.230299175539159	1738
0.25	3.6761726915717077	1738
0.3	4.055768657966638	1738
0.35	4.37709198717711	1738
0.4	4.642886882413876	1738
0.45	4.851876870312765	1738
0.5	4.999591095460303	1738
0.55	5.079196095441773	1738
0.6	5.082303937519129	1738
0.65	4.99947175731657	1738
0.7	4.820068221593814	1738
0.75	4.531311632351304	1738
0.8	4.116373464985287	1738
0.85	3.5510726069156675	1738
0.9	2.7968291609150384	1738
0.95	1.7787003305436002	1738
1.0	0.0	1738
