alpha	beta	x	y
-1499.4910752853666	-37033.12260179787	0.0	-1499.4910752853666
-1590.092715006399	-42499.13118164786	0.05	-3635.5446383384724
-1742.3176733352316	-38240.908473058895	0.1	-5392.176753307598
-2733.9210321290584	-30962.14046436576	0.15	-6968.153946964563
-4409.503217284931	-23847.858724356352	0.2	-8297.174318699215
-6310.171407972408	-17975.818267497485	0.25	-9226.583122853677
-7921.861381688906	-13213.372682395515	0.3	-9509.314771900888
-9514.80771405753	-9578.847886860643	0.35	-9537.221774538619
-11186.685505964653	-6686.451126622391	0.4	-9386.591754227748
-13091.37104949884	-4263.1760736057395	0.45	-9118.683310346945
-15191.98896879996	-2082.885004331467	0.5	-8637.436986565714
-17373.827798678147	-159.66346574503496	0.55	-7906.037415564935
-19379.652005845783	1330.5111222350224	0.6	-6953.554128997301
-20750.180767478058	2210.5031682689296	0.65	-5825.7362092425155
-20912.096392042422	2396.278585886311	0.7	-4596.23390749231
-19390.1849033776	1941.5744790459362	0.75	-3391.365366559948
-16242.53218308864	927.541997492966	0.8	-2506.4728386233546
-12051.75024216095	-142.1256534777599	0.85	-1928.5693417802386
-8597.770699763723	-572.6305712519039	0.9	-1375.1445841030857
-10179.525620405615	-309.90647773513984	0.95	-803.3874348686641
-24368.27781938855	-162.12955921725825	1.0	-162.12955921725825
