alpha	beta	x	y
-25114.691089396583	-62814.668210107186	0.0	-25114.691089396583
-25348.382247916743	-54570.22475106333	0.05	-26809.474373074074
-25822.511855285535	-48493.28613553106	0.1	-28089.589283310088
-26355.689582066927	-44742.6353519095	0.15	-29113.731447543312
-27021.176844424852	-41584.49256535024	0.2	-29933.83998860993
-27758.360681110873	-39043.551159834955	0.25	-30579.658300791893
-28528.889918052988	-37006.16066653322	0.3	-31072.07114259706
-29376.93286857367	-35236.432556981155	0.35	-31427.757759516287
-30268.51414067717	-33751.33109783744	0.4	-31661.64092354128
-31072.98454664437	-32663.339296221817	0.45	-31788.64418395422
-31728.853623200408	-31921.501088011562	0.5	-31825.177355605985
-32317.676207703887	-31396.1570921588	0.55	-31810.84069415409
-32811.9637857725	-31029.220532596828	0.6	-31742.3178338671
-33026.30624441501	-30891.891335246077	0.65	-31638.936553455205
-32928.262709947165	-30937.422062007896	0.7	-31534.674256389677
-33088.17909726755	-30888.347905401406	0.75	-31438.305703367943
-34386.40449593025	-30513.959383232694	0.8	-31288.448405772204
-36918.397351883745	-29985.603044879037	0.85	-31025.522190929743
-40238.58168018915	-29515.062519641517	0.9	-30587.41443569628
-47079.38254301905	-28988.79051875731	0.95	-29893.320119970398
-52817.93740287321	-28754.619476955337	1.0	-28754.619476955337
