alpha	beta	x	y
-62554.617136139204	-119105.99373410261	0.0	-62554.617136139204
-62921.594368533144	-103287.52605307607	0.05	-64939.89095276029
-63579.1793777149	-94804.24054934597	0.1	-66701.68549487801
-64311.73063937584	-89679.76748459491	0.15	-68116.9361661587
-65101.885732113435	-85943.14679930091	0.2	-69270.13794555093
-66002.990307003	-82807.70642672149	0.25	-70204.16933693262
-67037.85180882833	-80062.28307974186	0.3	-70945.18119010239
-68177.15650462998	-77701.7372371767	0.35	-71510.75976102133
-69364.31056047762	-75737.13624136128	0.4	-71913.44083283108
-70554.84962475038	-74127.36313624648	0.45	-72162.48070492363
-71747.14393969734	-72782.49143869696	0.5	-72264.81768919715
-73022.9732871907	-71631.11331983883	0.55	-72257.45030514717
-74457.15097965577	-70584.41357836858	0.6	-72133.50853888346
-76113.72570055045	-69588.13138112208	0.65	-71872.089392922
-78047.07922836959	-68654.34097582605	0.7	-71472.16245158912
-80274.07033421494	-67812.81483696085	0.75	-70928.12871127437
-82836.55715557534	-67074.91471837914	0.8	-70227.24320581838
-85980.4974242348	-66409.82316144573	0.85	-69345.42430086409
-90509.34612053506	-65764.44820192058	0.9	-68238.93799378202
-98370.77510718176	-65159.63899967222	0.95	-66820.1958050477
-113448.70103933614	-64808.31185888335	1.0	-64808.31185888335
