alpha	beta	x	y
-1454.187379736884	-13698.729755772085	0.0	-1454.187379736884
-1484.0655619280528	-12562.222461224163	0.05	-2037.9734068928583
-1570.5378154128862	-11456.860542255168	0.1	-2559.1700880971143
-1734.9398623686318	-10328.872341083184	0.15	-3024.0297341758146
-1955.9027674872439	-9294.89758209795	0.2	-3423.701730409385
-2182.6062581073757	-8502.220530526161	0.25	-3762.509826212072
-2349.746488378314	-8045.135281304304	0.3	-4058.363126256111
-2399.2510839428305	-7933.704788744477	0.35	-4336.309880623407
-2300.9895173938385	-8098.390461346646	0.4	-4619.949894974961
-2068.4039313732337	-8417.706212724159	0.45	-4925.58995798115
-1764.6536576898352	-8755.718991117836	0.5	-5260.186324403835
-1495.795815605402	-8997.146944746091	0.55	-5621.538936632782
-1391.1556731489782	-9071.43768095064	0.6	-5999.324877829975
-1575.308001870887	-8961.476623645289	0.65	-6376.317606024248
-2140.031288199657	-8696.51610633327	0.7	-6729.570660893187
-3128.239836781096	-8332.559010166993	0.75	-7031.479216820519
-4545.393753129391	-7926.92570848133	0.8	-7250.619317410942
-6417.230889906533	-7517.077176214151	0.85	-7352.100233268008
-8958.692725315055	-7159.795006797336	0.9	-7339.684778649108
-12705.161575162754	-6873.06451217578	0.95	-7164.669365325129
-18856.09544235906	-6721.9759838096215	1.0	-6721.9759838096215
