alpha	beta	x	y
-1488.3793052298058	-13391.982767904907	0.0	-1488.3793052298058
-1515.9168131911504	-12347.286437063205	0.05	-2057.485294384753
-1597.6237116582092	-11304.674613510271	0.1	-2568.3288018434155
-1754.5660373590056	-10228.861483465802	0.15	-3025.710354275025
-1965.5365794648615	-9241.169517961822	0.2	-3420.6631671642535
-2180.8092545085897	-8487.795036090014	0.25	-3757.555699903946
-2336.7366821466294	-8060.843780173135	0.3	-4053.9688115545814
-2376.8389528048074	-7969.416119496793	0.35	-4334.240961147002
-2272.051992195171	-8145.041913185756	0.4	-4621.247960591405
-2035.9694685694026	-8468.930603687073	0.45	-4930.801979372354
-1730.8126681835802	-8808.402591931383	0.5	-5269.607630057481
-1460.8744849283376	-9050.879665722923	0.55	-5635.37733436536
-1353.6141049784082	-9127.242687809325	0.6	-6017.7912546769585
-1532.6121570702653	-9020.39793983661	0.65	-6399.672915868389
-2090.345292933034	-8758.642712310677	0.7	-6758.153486497384
-3072.21803511999	-8396.899603408861	0.75	-7065.729211336644
-4486.628891977319	-7992.228151979288	0.8	-7291.108299978894
-6359.039542440845	-7583.214233004537	0.85	-7399.588029419983
-8890.599482858204	-7225.421233340481	0.9	-7391.939058292253
-12590.39364540223	-6943.6021428789145	0.95	-7225.9417180050805
-18584.3419191928	-6795.333117840925	1.0	-6795.333117840925
