alpha	beta	x	y
-50443.33140910165	-120993.76687887716	0.0	-50443.33140910165
-50921.17912651577	-91135.65926283388	0.05	-52931.90313333168
-51609.89268506497	-82663.72279727826	0.1	-54715.2756962863
-52635.838354418476	-75395.94962386959	0.15	-56049.85504483614
-53728.810403334515	-70227.94556228671	0.2	-57028.637435124954
-54996.230945161136	-65837.93588487162	0.25	-57706.65718008876
-56389.73020422771	-62166.048594229236	0.3	-58122.62572122816
-57654.26842712678	-59519.77289296793	0.35	-58307.19499017118
-58818.20553940668	-57567.07221305799	0.4	-58317.752208867205
-60116.22165108161	-55826.28284594214	0.45	-58185.74918876885
-61568.44238701887	-54210.78485913631	0.5	-57889.61362307759
-62998.83309494683	-52913.52987286327	0.55	-57451.91632280087
-64300.71402517849	-51951.7094889334	0.6	-56891.31130343144
-65599.24976198259	-51170.6840565815	0.65	-56220.68205347188
-67026.18891215892	-50483.20538393212	0.7	-55446.100442400166
-68578.03697047122	-49896.35395686864	0.75	-54566.77471026929
-70387.87969655625	-49371.97853944653	0.8	-53575.158770868475
-72759.4298140771	-48872.34154198451	0.85	-52455.4047827984
-75832.1409090579	-48437.50267707942	0.9	-51176.96650027727
-81634.5856601486	-47991.223875612486	0.95	-49673.39196483929
-91610.67455486194	-47716.57391371661	1.0	-47716.57391371661
