alpha	beta	x	y
-85554.0422009918	-148317.5449330819	0.0	-85554.0422009918
-85955.1647715111	-130875.58946296445	0.05	-88201.18600608376
-86639.27849031583	-122007.53843372593	0.1	-90176.10448465684
-87385.95267988356	-116797.60744780526	0.15	-91797.70089507182
-88212.74372898598	-112888.84311531544	0.2	-93147.96360625187
-89212.07696512225	-109413.50003446316	0.25	-94262.43273245747
-90424.14072739267	-106205.53895180968	0.3	-95158.56019471778
-91815.50903693947	-103329.89915883672	0.35	-95845.54557960351
-93316.49347673543	-100846.4823959363	0.4	-96328.48904441578
-94874.93094074726	-98731.49158318879	0.45	-96610.38322984595
-96496.45579512825	-96891.10957992176	0.5	-96693.782687525
-98317.62987682823	-95278.82805777164	0.55	-96646.2888763471
-100388.91550801024	-93758.34832498584	0.6	-96410.5751981956
-102796.18964181335	-92305.68887682368	0.65	-95977.36414457006
-105569.18386814787	-90963.82106010162	0.7	-95345.42990251549
-108657.74939440977	-89795.66862608618	0.75	-94511.18881816708
-112007.06967377488	-88831.53050376431	0.8	-93466.63833776642
-115787.71647314151	-88031.75924483428	0.85	-92195.15282908037
-120857.44364511421	-87306.52606425695	0.9	-90661.61782234267
-129534.56515941919	-86637.45569093766	0.95	-88782.31116436173
-146660.06449184087	-86243.21478614776	1.0	-86243.21478614776
