alpha	beta	x	y
-43398.703288936165	-88729.91446891006	0.0	-43398.703288936165
-43660.32389259366	-77405.7706264547	0.05	-45347.59622928671
-44111.1250965765	-71561.45472318491	0.1	-46856.15805923734
-44631.574067815396	-67934.15695215383	0.15	-48126.96150046616
-45251.24424567481	-65007.295318656994	0.2	-49202.45446027125
-46041.61863204299	-62268.19328890987	0.25	-50098.26229625971
-47029.9171019426	-59661.34425567077	0.3	-50819.34524806105
-48188.94531912969	-57267.2701108206	0.35	-51366.35899622151
-49466.75780464238	-55145.77617840485	0.4	-51738.36515414737
-50826.04733371805	-53288.52438910137	0.45	-51934.162008640546
-52285.375605056164	-51648.049345632855	0.5	-51966.71247534451
-53936.74243872748	-50192.72424097124	0.55	-51877.532429961546
-55797.95483440273	-48821.14766655115	0.6	-51611.870533691785
-57923.96311610106	-47535.128242232524	0.65	-51171.22044808651
-60309.405302384315	-46378.517912486066	0.7	-50557.78412945554
-62873.05310557844	-45407.59701793212	0.75	-49773.9610398437
-65506.17218666218	-44650.03347440429	0.8	-48821.26121685587
-68231.69963747339	-44074.328736737596	0.85	-47697.934371847965
-71529.64506363442	-43600.16662623481	0.9	-46393.11446997477
-76887.05285790173	-43183.01231705182	0.95	-44868.21434409432
-87565.84995960198	-42941.29548269875	1.0	-42941.29548269875
