x	y	temp
0.0	0.0	1910
0.05	1.7567003733947217	1910
0.1	2.782161993511238	1910
0.15	3.5769756477774592	1910
0.2	4.210103405907816	1910
0.25	4.714321232934282	1910
0.3	5.1083534264973025	1910
0.35	5.403828548150358	1910
0.4	5.6081676287949165	1910
0.45	5.72596815076875	1910
0.5	5.759706027278725	1910
0.55	5.710068689344752	1910
0.6	5.576042258693462	1910
0.65	5.3547821816659535	1910
0.7	5.041223307960976	1910
0.75	4.627281288952034	1910
0.8	4.100272027508524	1910
0.85	3.439545722430182	1910
0.9	2.6080557033863556	1910
0.95	1.5232212249198795	1910
1.0	0.0	1910
