x	y	temp
0.0	0.0	973
0.05	0.9718087330110876	973
0.1	1.5363163210028858	973
0.15	1.8979947640541326	973
0.2	2.130730669971456	973
0.25	2.2707960868422816	973
0.3	2.341010996612283	973
0.35	2.3571340386334043	973
0.4	2.3306262438452023	973
0.45	2.27005334280247	973
0.5	2.2105166656214266	973
0.55	2.1086680643059452	973
0.6	1.985604835430422	973
0.65	1.8447707782219283	973
0.7	1.687718610501733	973
0.75	1.5146928912233477	973
0.8	1.324148538514109	973
0.85	1.1113860147812318	973
0.9	0.8644801939957745	973
0.95	0.5490851052203425	973
1.0	0.0	973
